review_id,game,review_text,aspect_labels
1245620_221425368,Elden Ring,"i have 600 hours in this game and i still play like i downloaded it yesterday i see a boss at 1hp and my brain immediately shuts off “just one more hit bro” next thing i know i’m dead and staring at the screen like i wasn’t the one who made that decision every. single. time. i’ve learned attack patterns, optimized builds, memorized routes… none of that helps when i panic roll into the exact attack i’ve dodged 400 times before also why is fall damage still my biggest enemy not dragons not demigods gravity just me, confidently rolling off a cliff like an absolute genius sometimes i die and just sit there like “yeah that one’s on me” no anger, no reaction, just acceptance like paying taxes anyway i’ll complain about this game for hours and then immediately boot it up again like i have no self-respect 10/10 highly recommended (help me)",difficulty;bosses;builds;controls;humor;addictiveness
1145360_207204351,Hades,"I have this on multiple platforms (Steam, Switch, PS5) and really enjoy it. I like the replay value very much and the procedural generated dungeons and the fact that you can build relationships with various characters along the way. My favorite part is that more than one escape is needed to complete the game and you learn a little more each time you escape. I like the ability to increase the difficulty if things start getting too easy as well, spices things up :D",replayability;procedural_generation;characters;story;difficulty_scaling
1551360_220498966,Forza Horizon 5,as someone who plays fh4 as theyre first horizon game fh5 is pretty solid its a tad bit worse than fh4 but not ny much,comparison_to_previous;overall_quality
413150_225878911,Stardew Valley,"this game is like the biggest timesink ever lol i could play it for hours, there's so much to do!!",content_volume;playtime;addictiveness
1145360_206420657,Hades,THIS GAME IS SO ADDICTING AND SO FUN LIKE HOLY MASSIVE W TAPER FADE 10/10 MUST TRY AGAIN AND AGAIN:D,addictiveness;fun;replayability
1091500_224257022,Cyberpunk 2077,"Boring, so ♥♥♥♥♥♥♥♥ boring. It takes forever to get into, there are so many complex and uninteresting mechanics, the driving is atrocious, the clutter is ridiculous, and the characters are just so bland and unlikeable with really stupid dialogue. Night City is probably one of the most uninteresting dystopian cities I have played in. Everything that is interactable I couldn't care less about, the NPCs have less life and personality as PS2 era NPCs. The main characters are all so corny that I can't take any of the cutscenes seriously and find myself apathetic to whatever dialogue options are presented because, again, I keep finding myself thinking ""WHO CARES, CAN WE MOVE ON?"". But no, you can't move on because you need to do a hundred micro tasks of responding to pointless dialogue prompts, then waiting for the ride to finish or skipping it, then getting out of the car, checking your messages, and then calling another uninteresting character, listen to them rant some more to provide a single semi-important tidbit of information that doesn't really matter if you know, and then you can keep playing 10 minutes later. The combat is pretty fun so I am trying to stomach all the crap, but it is really hard to want to keep playing. The braindance mission alone was so mind numbingly boring and unnecessary, I almost stopped playing there. I was waiting to get this game until everyone said it was playable and they fixed all the issues it had on release but it was recently gifted to me. I think it was just a boring game that they tried to jam too many visual effects and flashing lights into, and they aren't even impressive. My PC runs the game fine on ""Cinematic"" but there isn't much worth looking at. I will probably keep playing because I feel obligated to get my friend's full moneys worth, if I had bought this game I would have already put it down and uninstalled.",pacing;mechanics;driving;ui;characters;dialogue;open_world;combat;graphics
1245620_223335491,Elden Ring,"if i could sue this game for trillions i would and i would do it with a smile, and by definition, this game is malware, as it takes an entire pc shutdown to close the game otherwise it refuses to close. edit, make that hundreds of trillions, also, you dont make a boss harder by making him have infinite attack, health, speed, resistances and everything else, and the only downside be he has a little less hp then other bosses, thats what a child does so their main character doesnt die, in otherwords, the devs are childish.",technical_issues;boss_design;difficulty;balance
1551360_212464364,Forza Horizon 5,"The best game I've ever seen, very realistic driving and drifting physics. Lots of cars and tuning options. Lots of online modes. Lots of add-ons. I recommend it to everyone!!!",driving_physics;drifting;car_selection;tuning;online_modes;dlc
1245620_219209554,Elden Ring,"This is the best game i played in all my life, graphics, bosses, items, world, everything is perfect and cool actually absolute cinema game",graphics;bosses;items;world;overall_quality
1551360_221124589,Forza Horizon 5,bad optimization on Logitech G923 whenever I hit a wall it bounces my car straight off to the other way but its a great game,optimization;wheel_support;physics;technical_issues;overall_quality
1091500_225158540,Cyberpunk 2077,"One of my favourite stories in all of gaming 10/10, the DLC is 11/10 best stealth combat ive ever played. Main stories combat is a bit janky but love the story makes up for it ten fold HF gonks :3",story;dlc;stealth;combat
1551360_202867553,Forza Horizon 5,"The map is stunning, filled with diverse landscapes that make every drive feel fresh and exciting. The car selection is massive, and the driving feels smooth whether you’re cruising or competing. It’s the perfect mix of realism and fun, with endless events and challenges that keep you coming back. Easily one of the best racing games out there. Very enjoyable and fun!",map;landscapes;car_selection;driving;realism;events;fun
1551360_205403644,Forza Horizon 5,"I really love Forza Horizon, but why tf do I have to log in after I already launched the game I paid 60€ for? I’ve put a lot of playtime into this game with the Xbox Game Pass and later bought and played it on Steam since I no longer use Game Pass. When I played it a year ago everything worked fine, but after reinstalling I’m now greeted with a popup saying I have to log in to play. The login button is bugged, so I can’t even log in. I tried every fix I could find online, but none of them worked. I just want to play the game I paid for without being forced to log into some service. Logging in should be optional, only for things like cloud saves, and it definitely shouldn’t stop me from playing the game I PAID 60€ FOR. Now I can’t play at all, and since I bought this game a while ago, I most likely won’t get a refund either. I’m no fan of piracy because I believe you should pay for what you use, but I’m even less of a fan of losing access to something I already paid for. See you in FH6 🏴‍☠️",login_requirements;accessibility;technical_issues;ownership;refund
1245620_223812850,Elden Ring,"One Ring made by the evil lord Sauron Hidetaka Miyazaki, One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkness bind them, In the Land of Japanese software development warehouse building where Shadows lie. Elden Ring is not worth your time due to the profound curse placed upon the game's core design by the evil man who made it. The game aims at being infinitely replayable, but each of its assets is designed in a narrow fashion - so much so that the world does not feel as open as it is rather episodic. Each and every instance in the game is instrumented to be seen and encountered in a specific way which makes the experience of world exploration predictable and less exciting after playing for the first time. The dificulty ranges of the various explorable regions of the game world are awfully imballanced, so much so that it's less enjoyable to avoid choosing a linear path through the game on later playthroughs. The game world's incredibly size makes this issue even more frustrating - in order to experience something new on a subsequent playthrough, the player has to cross massive distances which are increasingly less and less aproachable the further he is from the starting point, ultimately discouraging exploration and narrowing the game experience to a single, most optimalized path of progression. There are only so many ways to reexperience the game's world without being severely discouraged and punished. And so ultimately, the game world's size and the quantity of its assets is severely nullified as the various paths to approach them are tragically so very limited. The game's world becomes eventually too predictable and the premise of experiencing the game in a fresh way nonexistent, which is not fun. Let it be pronounced and heard, Elden Ring could be legendary, but it is not, and won't be, unless FromSoftware developpers cease to practice the habit of forgetting a game once it's been created, despite the quantity of bothersome features still present and still widely acknowledged. One may recall the pathos of never properly finishing Lost Izalith in their previous game Dark Souls, an area of the game so very unique and all the more so disappointing for being critically underdevelopped. I feel very simillar about Elden Ring. As a former world of warcraft player, I see fit to pronounce a variety of ideas which could severely improve the experience of Elden Ring if they were ever developped, as they are present in that particular game, and although a very different game at that, still possesing a massive world and the spirit of an rpg game. Those ideas would be: There should be a variety of start points in Elden Ring, or at the very least, it should be possible to cross into other regions of the game from Limgrave without being stupefied and severely punished as much as is the case now. There should be more low level regions surrounding Limgrave so as to increase replayability and the possibilities of exploration on future playthroughs. And yes, despite the existence of various teleportation chests in Limgrave, the fact that the places you are sent to are completely above Limgrave's difficulty makes them less relevant as a travel feature. There is not enough enemy variety at each of the game's various places - an occasional ""rare enemy spawn"" or the promise of a ""rare item drop"" would be a solution to this issue. And lastly, there should be more paths connecting the various regions and places of the Elden Ring world and more accessible ways to connect the game's many features. In conclusion, Elden Ring nowhere near as fun as enjoyable after the first couple of playthroughs, it becomes stale and predictable rather too fast, and that is a completely nonsensical feature for a game of such high ambition and such quantity of the game's features.",replayability;world_design;exploration;balance;enemy_variety;progression;level_design
1245620_223396992,Elden Ring,"As of writing this review, I'm 11 hours deep. Still haven't found the Elden Ring, or any ring for that matter...maybe this endless search is the point, but either way, it doesn't bring my divorced wife back with kids.",exploration;humor;early_game_experience
1245620_224050994,Elden Ring,"My favorite game. The adventure with my friend in The Lands Between, all the fights, suffering, and surprises, will be my most treasured memory in my life.",co_op;combat;exploration;memorable_experience
1237970_223271258,Titanfall 2,"Pros: looks pretty, gunplay decent and MECHS! And it runs well on linux. Cons: single-player campaign is only 10h long, This game features *the most annoying mechanics ever*: wallrunning. It sucks worse than unbelievable. Devs had mercy on us and if you mess up wallrunning part game restarts right before the jump, not at the last save/checkpoint, but still. It is really, really annoying. The worst con is multiplayer. Joined a few games, couldn't complete any, got kicked or DDoSed or IP-bombed, because, I dunno, a newb? Anyhow, waiting 5minutes in queue to join a game for 5minutes wasn't worth it. Who knows maybe some players enjoy it.",graphics;gunplay;mechs;performance;linux_compatibility;campaign_length;movement;multiplayer;server_issues
1145360_208698766,Hades,"amazing game, will keep you in for a long time, pretty difficult but not enough to ruin the expirerience for you. not to expensive either. 10/10 game",addictiveness;difficulty;value;recommendation
1237970_208182263,Titanfall 2,"Loved the original despite the lack of campaign, however this campaign is a fantastic addition to an exceptional multiplayer experience!",Story
1245620_222935359,Elden Ring,"My review of Elden Ring After 100 hours!!! And after completing the game 100% I can say it’s not just a game — it’s a legendary masterpiece! At the very least, it’s a complete game. A world with this level of beauty, scale, depth, and visual variety — from lush, green natural lands to desert regions and volcanic areas, from snowy realms and dragon-infested worlds to even an underground world. From the moment you enter the game, you realize you’re standing before the greatest game of the century — perhaps even the greatest thing ever created in gaming. The world design is carefully crafted and precise, but nothing surpasses the mastery and precision of the boss fights. Literally, Souls games are the only ones that have perfected boss combat — where you must memorize the boss’s moves, learn their fighting style, and master dodging with the correct timing. And since we mentioned timing, how can we not bring up parrying with shields — a unique and excellent feature in Souls / Souls-like games. The story has a depth that pulls you into deep thought, and the soundtracks transport you to another world, making the experience even more incredible. The variety of weapons — from magic, swords, bows, and spears — along with the diversity of skills (Ashes of War), adds even more richness. By the way, the game isn’t primarily based on magic, yet it contains hundreds of spells — meaning it even surpasses games that are built around magic, like Hogwarts Legacy. I don’t even know how to describe the greatness of the bosses to you. You’ll face some of the greatest bosses in Souls games — I’m talking about General Radahn, the Starscourge, descendant of war, the Red Lion, breaker of kings, shedder of blood. And I’m talking about Malenia, Lady of the Sword, the undefeated Blade of Miquella, the lone flower of the Elden. And not to mention Godfrey, the first Elden Lord, warrior of kings, breaker of thrones, the White Lion, the embodiment of raw power. The game is difficult and gives you nothing easily, but it rewards every effort you put in and every skill you learn. Every step is calculated, every decision carries weight, every moment is full of excitement, and every minute you spend in the game is a unique experience. Elden Ring is the crown of gaming. It doesn’t just deserve Game of the Year — it deserves Game of the Century. They made this masterpiece in just 5 years, which is honestly insane. Even the biggest studios couldn’t pull off something like this in that time. And yeah, I don’t regret spending a single penny on this game. Thanks, FromSoftware.",Combat; Story; Graphics; Price
413150_219737923,Stardew Valley,"I've been playing this game for years and i must say its really worth it, i love how it all plays out and as someone who loves to grind its the perfect game for me!",Other
1145360_213757840,Hades,Gameplay is super fun and I like the different ways in which each weapon and power up works. I love the art style and voice acting that go along with the pretty interesting story,Combat; Story; Graphics
413150_225031864,Stardew Valley,I play in collaboration with my Hubby and it's so sweet both creating together and doing our own thing. I highly recommend to anyone who loves cozy vibes to play solo or with friends and dear ones ^-^,Other
1145360_210679820,Hades,"It's so good. Especially once you understand which gods are best at what. So much dialogue and story too, it's definitely a SG game. ♥♥♥♥♥♥ love this. Recommend it 10x over.",Combat; Story
1551360_211206085,Forza Horizon 5,Great racing game with a lot of weekly content and events that keep you engaged. The car customization and tuning options are the best I've seen in any racing game. Also: the Hot Wheels expansion is awesome and I was sold when I saw the Deora II,Combat; Controls; Price
1145360_208873677,Hades,"Great game, plays amazing on steamdeck. Captures rogue-like essence perfectly. Great story, voice acting, visuals, you will see whether you like the game or not after only a few runs.",Story; Graphics
1245620_223135959,Elden Ring,Elden ring has amazing combat and skills that you can use making it different from other souls-like games. It's also open world so you can go any where you want right at the start. The items you can collect are more entertaining to use than some of the items you could use in previous games by Fromsoftware.,Combat
1237970_208410814,Titanfall 2,"Fantastic action game despite dumb dialogues and a forgettable story. You never get any real rest, the action is always fast and satisfying with just the right balance of difficulty, and the game surprises you many times with original game mechanics... A must play for action games enthusiasts...",Combat; Story
1091500_221012120,Cyberpunk 2077,"This game runs somewhat nice with my specs (if running with something simmilar to my specs for sure play at meduim to low graphic setting) but it is SOOOOOO FUN i love the story and for sure get phantom libary dlc, this literally adds an entire new area to night city",Story; Graphics; Price
1551360_202134784,Forza Horizon 5,"After playing this game, I realized how foolish I was, and that I had bought the same game twice. If you’re thinking about upgrading from FH4, don’t do it the game is identical, there’s no new story, and the steering and drifting feel like something from a friv.com game. It’s definitely not the worst game, but it’s pointless and gets repetitive after a while.",Story; Controls
1551360_210804858,Forza Horizon 5,"Great game, a lot of fun driving races in different categories, or just driving with friends. Much content especially with the DLCs!",Controls
1091500_221397211,Cyberpunk 2077,"got stuck right at first mission in an elevator . tbh, if this happens somewhere in the middle of the game well maybe but knowing the history of the game and having a bug without the possibility to continue right in the first mission ... na.",Graphics
1551360_204487898,Forza Horizon 5,i like everything about the game its just so fun and for me its kinda realistic too like all the cars are just amazing and i like how i get to play strangers even making new friends this game might be one of the best games ive ever played in my whole entire life this game is just so good i would surely recommend this game for others.,Controls
1245620_220720411,Elden Ring,"After doing about everything you can do in Elden Ring, I can confidently say there is still more to do. I put 250+ hours onto one slot, aswell as doing lots of new slots, seamless coop, modded runs, and challenge runs; but there is something about Elden Ring that always has me coming back for more. Elden Ring at times can be the most frustrating game in the universe whenever you die to some random enemy hidden behind a corner, and then be the most gratifying game when you beat a boss after a long session of attempts. But no matter how many rage quits or skill issues, it still is the most fun game ive played to date. 10/10",Controls
1145360_213198049,Hades,"Arguably one of the greatest indie games ever made. Getting all achievements is already a grind itself, suffer or not, youll enjoy this game more than you think. Absolute Masterpiece. 10/10 Game.",Combat
413150_220920643,Stardew Valley,"I absolutely LOVE Stardew Valley. It's my favorite game. There's so much to do, and the possibilities really are endless. I love the romance aspect too, and the animals. Farm life is great!",Story
1145360_221687727,Hades,"This game keeps bringing me back to it over and over. The compelling story and bits and pieces of information that are compounded just make it feel like it is a game that keeps on giving. I really enjoy the different game mechanics with the weapons available and all the different perk systems that this game offers. It truly is a well regarded game because it was made really well. Super great story, great artwork, and the combat is engaging. Even with the same runs over and over, they make up for what would feel mundane with stronger and different abilities for foes throughout the levels of the game. Very well thought out, very well made. Strongly suggest for anyone looking for a banger of a game. Highly recommend.",Combat; Story; Graphics
413150_221892047,Stardew Valley,"Stardew Valley is a chill farming game where you fix up an old farm, grow crops, fish, and get to know people in a small town. It’s really relaxing and easy to get into, and you can play at your own pace. The start is a bit slow, but once you get going it’s pretty addictive. 9/10",Other
1091500_222398133,Cyberpunk 2077,"158 hours in, and I can say it's been an amazing journey. I'm older now, so it's rare for me to put this much time on a game nowadays, but this game made me want to experience everything it had to offer. Thank you CDPR for this experience.",Other
1245620_221961761,Elden Ring,"As a casual gamer, it took me a long time to love Elden Ring, but once I did, I absolutely understood why it has such a good reputation. It's blown me away and now I can't go a day without playing!",Other
413150_224823019,Stardew Valley,"Love it, i held out playing it for so long cause i knew it would suck me in. Im so happy with playing, the story is amazing and the characters feel real.",Story
413150_226373842,Stardew Valley,"Highly recommended if you want an enormous world with an immersive gameplay , but gonna warn ya , it's very addictive",Combat
1145360_215443937,Hades,"If you like greek mythology or liked games like isaac and those style of games, please give it a try. I do think the type of game is repetitive and too much for casual gamers who are not into any of those, but overall the dialogue, gameplay and entertainment it provides is genuinely good.",Combat; Story
1091500_222243911,Cyberpunk 2077,"If you haven't given Cyberpunk a try yet and you can live with aging content, I highly recommend giving it a go. Cyberpunk is one of my favorite games ever. This game has it all: a compelling plot, unparalleled voice acting, the highest quality world building, a map packed with to-dos, and endless re-playability. To compare with other games, it's got world building on par with Bethesda games like Skyrim and Fallout. For plot, for its engaging nature and how many times it slapped me with unexpected emotion, I would compare it to the Last of Us. If you like your games open world and stuffed with content, you should give this a gander. My favorite thing that's different about Cyberpunk is the verticality.",Story; Graphics
1091500_222796106,Cyberpunk 2077,"This game feels like it’s written by an adult who proved to their parents that “it’s not just a phase!” and never grew out of the edgy teenager persona they had in the early 2000s. Every time your character opens their mouth they sound like they’re trying to sound cool, but they come across so cringe worthy instead. Even after an NPC you’ve met a couple times commits suicide and you’re helping their friend afterwards and you’re about to leave, your character goes “holler on the holo (phone) if you need anything”. Even in that moment you’d character doesn’t show any genuine emotion or concern. “If you need anything at all, I’m here for you!” would not have been cool enough for this game… jfc Don’t get me started on Keanu Reeves character. He is insanely childish and “edgy”. He is exhausting! Which is sad because Keanu seems like a genuinely great person irl. And then there are the car chases where you’re a passenger. They’re the least convincing car chases I’ve ever seen! A child playing with car toys makes more convincing chases. And that’s what it feels like, a child holding the car and moving it around. There’s no hint of physics at all. Like sure, you have to put the car on rails to make the sequence work the way you want, but at least make it feel realistic. Don’t jerk the car around like a toddler and ignore the terrain under it. The only thing I like about the game so far is the graphics and atmosphere. With ray tracing on it looks amazing and it’s fun to walk around and look at it. That’s about it though for me.",Story; Graphics; Controls
413150_222546953,Stardew Valley,I think the amount of hours I played on this game speak for itself. This game is a masterpiece that you'll never get tired of.,Other
1237970_217148193,Titanfall 2,"Best game ever,absolute game changer,a game that dares to stand out from rest,amazing visuals,amazing and unique gameplay,i definitely a good game 10/10 game",Combat; Graphics
413150_224528190,Stardew Valley,"in my opinion, stardew valley is hands down the greatest farming simulator game out there. you can basically do anything in this game 10/10, highly recommended.",Other
1551360_225439257,Forza Horizon 5,This game is very good I have 660 hours on this game and I have been playing since I was 5,Other
1091500_225305431,Cyberpunk 2077,"Peak game, basically 4 playstyles to pick and a lot of weapons to chose from. Personally I find playing as a netrunner kind of like playing the game on easy mode no matter what difficulty you pick, you can kill enemies from far away while staying undetected (unless you have some mentall illness or an additional chromosone, but I'm pretty sure those people can also stay undetected). If you want some difficulty but also don't want to screw yourself over, use the sandevistan and use throwing knives, it's fun, requires aiming but rewards a lot for hitting headshots. The hardest way to play the game is probably just using gorilla arms and the berserker implant. Also I pre-ordered the dlc and regretted nothing. Peak game, buggy on launch but after that it was still buggy, but in a fun way. 10/10",Combat; Graphics; Price
1145360_208979072,Hades,"Love it. Even though I'm more of a tactical/RPG type of person. It just did everything really well. I still get excited listening to the soundtrack. Went in blind. Gradually learning the world and game mechanics was a smooth, great experience.",Combat; Story
1237970_208741290,Titanfall 2,I played Titanfall 2 for the first time when i was 8 in 2017 in PS4 and it was a master piece from the peak campaign to the amazing multiplayer mechanics 8 years later.. i played it and again ... and still the best experience i ever had still waiting for titanfall 3 after 8 years the game have so much lore they can even make titanfall 4 and still be a successful game Protocol 3 protect the pilot :(,Combat
1145360_218919179,Hades,"A very satisfying gaming experience. If you are a casual and having difficulty at first, use the God Mode which gives you an incremental increase in percent resistance to damage each time you die. As you keep trying and dying, you will get better and learn what is needed to be done with each of the available weapons to complete a run to the end. To complete a run and defeat Hades is quite enjoyable and it all revolves around an interesting story involving the Gods of Antiquity. One has to complete a total of 10 runs, in order to complete the story line aspect of the game. But the game is really designed to allow for a lot more gameplay afterwards offering a number of ways to vary the challenge.",Combat; Story
1145360_215173861,Hades,"[h2] Hades Review 2026 [/h2] [h3]Gameplay[/h3] [b]9[/b] There were very few moments where I didn't feel like completing a run because even if I got crappy boons, it was fun to see if I could progress. All the weapons are very unique and completely change the way you play. The progression system has you reaching max talents to help you make it through the encounters by around 30 hours and then after that you're working on learning the synergies between gods and planning out builds, which is daunting at first but becomes enjoyable. [h3]Story[/h3] [b]10[/b] It's very good. Took me nearly 50 hours before I heard a repeated dialogue line. I gotta know how much they paid their voice actors because it probably isn't enough. [h3]Sound/Atmosphere[/h3] [b]10[/b] Again, it's perfect. All the sound effects and voice actors are amazing. Maybe not hypnos, but the others are so good that it's still a 10. [h3]Music[/h3] [b]10[/b] I want to meet the bass player and shake his hand. [h3]Replayability[/h3] [b]10[/b] I never felt like it was a chore to play this game while I was hunting achievements. Will definitely play again in the future.",Combat; Story
1245620_226046253,Elden Ring,"ALL POISE BOYS TOUCH LITTLE KIDS. the game has no pvp balancing, and if youre saying pvp is not their main objective, then your opinion is forfeit. any game that includes pvp should care about the pvp more. they brough back the stupid mechanic of poise, instead of the proper hyperarmor mechanic of dark souls 3. all poise boys are child predators",Combat
1145360_218758047,Hades,i was never a roguelike/lite fan but this game has become one of favorites and has opened my mind to try more games of this genre,Other
1551360_216933138,Forza Horizon 5,"This is not a driving simulator, it is in fact an ♥♥♥♥♥♥♥ simulator. After spending what seemed like an eternity being unnecessarily dropped out of an airplane, my apparently Mexican experience started by being forced to listen to some smarmy North American DJ invite me to what must surely be the most cringe-inducing and terrible festival ever experienced within the borders of Mexico. Given I'd driven a car for exactly about 5 minutes by the time an hour was up, I thought I might as well save 150GB and install an actual driving game. 1 star for good graphics. 0 for the experience as a whole.",Graphics; Controls
1551360_208967627,Forza Horizon 5,"Honestly, the game is super varied and there's a lot you can do, but when you try to play this damn Eliminator, none of your stats matter. Even if you're driving a level 9 car, you'll be beaten by a level 5 car, which just doesn't make sense, and the fact that you always know where the finish line is makes zero sense. If you drive towards someone else and they know where the finish line is, of course, and then challenge you, you don't stand a chance.",Controls
1091500_224480354,Cyberpunk 2077,"So far, phenomenal. Is it perfect? No, it has its quirks (bugs). However, it is visually stunning and has a way of making you feel badass, while also having a compelling main story and many intriguing side questlines.",Story; Graphics
1245620_225163293,Elden Ring,"I've played Elden Ring more times than I can count, first on PS4 when it launched, then again on PS5, and came back once more when Shadow of the Erdtree dropped, and now on PC, every single run, it still finds a way to impress, the gameplay is the foundation everything else sits on, and FromSoftware absolutely nailed it. The level design is masterful, each region has its own identity and mood, and legacy dungeons like Stormveil and Leyndell are some of the most carefully crafted spaces I've ever explored in a game. The cutscenes are genuinely stunning, the art, the lighting, the scale and the Soundtracks ofc. If you want to start a FromSoftware game, Elden Ring is your go-to, It's far more beginner friendly than people make it out to be, yes there are hard parts, but the summon system is there for a reason, struggling with a boss? Call for help, It genuinely makes the experience more accessible without taking anything away from it. And the DLC, At 40€ Shadow of the Erdtree is a steal, the amount of content, new areas, new weapons, and bosses it brings closer to a full sequel than an expansion, If you loved the base game, this is non-negotiable.",Combat; Graphics; Price
1237970_221362661,Titanfall 2,"First game i ever 100% on steam , and oh boy what a ride it was ive done 2 playthroughs of it , one on hard and one on master and i loved every second of replaying it, the game feels fair and challenging rather than tedious or annoying even on master difficulty , titan battles were a favourite of mine with the boss fights in the campaign being very enjoyable , the multiplayer is very hard ,which may really just be because of my lack of skill 😅, all in all a master pice of a game",Combat
1551360_202817953,Forza Horizon 5,"Just wanted to race some hot wheels or random cars, but this game will literally not let you for 50+ minutes while it flexes its graphics on you and puts together some weirdo RP story.",Graphics; Story; Controls
1145360_218605584,Hades,"Best hack and slash game around, love the mechanics and story to go with it. It is refreshing when developers make a game absent of highly questionable agendas being shoved down our throats. Hades 1 is a 9/10 for me.",Combat; Story
1245620_225194423,Elden Ring,Unlimited Freezing on my PC. I cant find a cure for this game. I cannot even play it. I freeze and stutter every time i load the game up. This is not the experience I was hoping to have at the start.,Graphics
1237970_222619470,Titanfall 2,this very nice i mean if this game is on sale you need to buy i got it for £2 and for that pice is good good game good guns but ♥♥♥♥ hackes,Combat; Price
1145360_214183234,Hades,"Super Duper Fun! I've loved this game since last year and recently re-downloaded it. The characters are amazing, the art is amazing, the music is amazing and it's really inspired me :)",Story; Graphics
1245620_218602077,Elden Ring,"This game has every thing that you could possibly imagine in it, if you are looking for a fun and challenging ""knights and dragons"" type adventure. 10/10 this is my third thing I have bought it on, if that tells you anything. I also have 100% achevemented it on playstation 4 and 5. Gonna start to work towards it on the PC. Love it and easily over 100 hours of play if you only do one playthrough, countless if you are hooked like I am.",Combat
1551360_198570871,Forza Horizon 5,"Forza Horizon 5 is easily the best open-world racer out there. The map’s massive, the car roster is wild, and the driving feels great — whether you're tearing through dirt, hitting high-speed highways, or dialing in smooth drifts. Compared to The Crew 2, it handles way better. NFS Unbound has style, but Forza has variety — street races, off-road, drift zones, speed traps, stunts, seasonal events... there's always something to do. It's just pure, fun driving with no grindy nonsense.",Controls
