review_id,game,review_text,combat,story,graphics,price,controls,other,annotator,notes
413150_224156344,Stardew Valley,"Hello farmers, girlfriend downloaded the game and a bunch of mods on it aswell, dont get to see my girlfriend or my computer anymore, but sometimes she lets me do skull cavern runs because shes scared of the green flying thingies and the mummies, overall very cool except having to search up a villagers top5 gifts or layouts for iridium sprinklers every 30 seconds. ""I can get a mod for this"" she says as i write this, yet she never does.. She spent like 30 minutes looking for a saves folder so she could transfer her SV save from her iphone to the computer. Atleast shes developing IT skills from all those polyamory mods shes downloading. 10/10 would recommend!",,,,,,,,
1245620_217654457,Elden Ring,"Another good FromSoftware game with amazing visuals and worldbuilding, though repetitive, recycled enemies and frustrating boss design hold it back from being truly great.",,,,,,,,
1551360_199747934,Forza Horizon 5,Unskippable ads (for in-game content). Microsoft login for a Steam game I play exclusively solo. Otherwise its a good game. But I can't recommend degenerative Microsoft slop.,,,,,,,,
1245620_224573995,Elden Ring,"character moves in molasses, camera doesn't follow, ♥♥♥♥♥♥♥ controls, menus, story, co-op mode, all mechanics are trash and the world is ugly, laughable that this was considered for any awards",,,,,,,,
1551360_225161921,Forza Horizon 5,"Got the Jesko, pushed it to the absolute limit and watched a Minion liveried Peel P50 casually fly past me. Went home and started playing FH5 instead. 10/10 would recommend.",,,,,,,,
413150_222647862,Stardew Valley,this is a good game and you should play it because it has farming and it has fishes and it has mushrooms and it has chickens and cows and other cool farm animals and it also has cats and dogs and theres flowers and you can pick berries and make lots of money and also make lots of friends so you should play this game play it alone or play it with your friends the more the merrier,,,,,,,,
1551360_210480282,Forza Horizon 5,"Very nice and chill game. I love that there is no cops or rules ^_^ We wait for Forza Horizon 6, good luck!",,,,,,,,
413150_220754898,Stardew Valley,"s t a r d e w V a l l e y, silly pretty mods, silly people, good friends yes",,,,,,,,
1245620_225206755,Elden Ring,"Elden Ring completely pulled me in from the moment I first stepped into Limgrave. Seeing that massive world open up for the first time was honestly overwhelming in the best possible way. I remember just standing there, trying to decide where to go first, immediately making the questionable decision to wander off and explore [spoiler] before arriving at the first church [/spoiler]. That feeling of freedom is what makes this game so special. Every road, ruin, cave, or suspicious corner felt worth checking out because the game constantly rewarded curiosity. Even after hundreds of hours, I still kept finding hidden items, new paths, or entire areas I somehow missed before. The bosses and world design were easily my favorite parts. Getting destroyed by the Tree Sentinel early on was humiliating but hilarious, and it perfectly taught me what kind of game I was facing. Finally defeating Malenia after all the frustration, scarlet rot, and repeated failures felt incredibly satisfying. The game feels difficult, but fair, and every victory actually feels earned. I also loved diving into the lore, (even if most of it came from outside sources rather than the game directly - which is a personal choice in the end) Compared to Dark Souls III, this game takes everything I loved and pushes it much further. The open world, the freedom to explore, and even small quality-of-life improvements like traveling freely between Sites of Grace made the experience feel bigger and smoother without losing the soul of a FromSoftware game. Elden Ring may not be the hardest or fastest Soulslike ever, but it absolutely feels like one of the most memorable. It is one of those rare games where getting lost is not frustrating because it is the entire point. 10/10, currently replaying it too.",,,,,,,,
1551360_219178411,Forza Horizon 5,"Welcome to Mexico! If Gran Turismo 7 is the best racing game on PlayStation, then Forza Horizon 5 is undoubtedly the best racing game on Xbox. From beaches to a volcano, from jungle to desert, from cities to small towns, from swamps to highways, the scenery along the way is absolutely breathtaking. Whether you're competing in road races, taking on rally races, or just cruising around aimlessly, this game delivers endless enjoyment. The car roster is extremely diverse, featuring iconic brands from around the world. If you've got a 21:9 ultrawide monitor and an Xbox controller, you're in for the ultimate Forza Horizon 5 experience. The only downside is that the game's compatibility with Thrustmaster steering wheels is not particularly good. Hopefully Forza Horizon 6 will offer better steering wheel support.",,,,,,,,
1245620_218057553,Elden Ring,"one of those once in a lifetime type games, you will forever wish you could rewind time to play it for the first time again",,,,,,,,
1145360_218676238,Hades,"This is a really fun game! Once i learned the mechanics playing became a breeze. It took me forever to beat Meg, but then i beat the Bone Hydra and Theseus/Minotaur my first time running into them!",,,,,,,,
1145360_209357117,Hades,"I will admit in advanced that I played the sequel prior to this, with the intention of simply gleaning the sense of plot and rush out imminently. As the played time corroborated, I was enthralled, in the most positive way imaginable though by the magnificent ambient of the game. It will only do it unjust to dismiss it as a mere masterpiece of game level design or a roguelike epitome, despite ascribed accurately, since its splendor resides in between the careful organization of the plot with the concise and delicate game play design. That is to say, and please don't be disguised, this game is as good in its game mechanic as in its narrative affinity, but both aspect is merely prosaic when compares to the coalesced ensemble of them. The game itself provides sufficient impetus for the merging in the dialogues while the story guide the advocacy for the runs, it is truly rare to find another game that bears even remotely similar sense of balance to that in this game. It really is a bellwether of what a modern video game should pertained. Thus, for reviews of this game, both focusing on its mechanic and plot would be a remiss, and fall prey to superficially digression. (although the performance and display is beyond perfection and along should be praise worthy for its success) Please play this game, as any aspect of it remains unassailable and inconceivable to you before actually immersing yourself in the underworld and the boundless set backs it entails.",,,,,,,,
1145360_221858876,Hades,I've only played for 5 hours but im smelling a 500 hour addiction on the way. 10/10 im attracted to every single character in there,,,,,,,,
1145360_213435001,Hades,"Man, what do I even say about Hades? As my first ever rogue-like, I absolutely adored my time with this game. The concept of escaping the underworld to reach Mount Olympus is brilliant. The game is super replayable as I'm sure most rogue-likes are. All the boons you receive throughout a run makes every run feel different and of course you gotta love all the Greek gods aiding you and their dialogue with Zagreus. The game is well voice acted and the music and sound design are stellar. The tension I felt reaching the Temple of Styx added to the sheer stakes of it all. After every death, you feel stronger and stronger each subsequent run. Death is progress which fits the theming of Hades and the underworld so well. Love this game and would recommend for anyone who likes rogue-likes or wants to get into the genre.",,,,,,,,
1237970_213923654,Titanfall 2,"Campaign is fun and I like the power fantasy of operating a titan. On the other hand, story is very meh, soundtrack too, most stereotypical and bland protagonist ever, however the movement tech and environment variety was worth experiencing.",,,,,,,,
1145360_217401156,Hades,"The Hades series are a must-play for anyone who enjoys Greek mythology, fast-paced and engaging gameplay, fluid and satisfying combat mechanics and power-ups, and/or anyone who appreciates a fun light-hearted experience. There's practically endless ways to play the game with the types of builds, upgrade, and weapons you unlock. Oh and not to mention the art style and music is dope. Just download the game already and godspeed putting the controller down because you need to complete ""just one more run"" for the night.",,,,,,,,
1237970_208912135,Titanfall 2,0/10 how can i play this theres no Northstar titan dating sim like good lord is that too much too ask for,,,,,,,,
1245620_222228025,Elden Ring,"Eu comecei a jogar mais pelo meu namorado. Mas depois de ouvir sobre a lore e ter me chamado atenção por ser souls like, me fez querer jogar um pouco. Não me arrependo! Por mais que você fica com raiva dos boss, nada se compara com o orgulho e a sensação de satisfação que você vai ter ao derrotar um Boss que você tava morrendo tanto.",,,,,,,,
1245620_222728244,Elden Ring,"in another effort to review every video game that has helped distract me from the crushing weight of my own mortality and the unavoidable horrors of the human condition: i'd give this game an [b] 8/10 [/b] with the footnote: [i] through derelict halls and otherworldly fields, i find myself eating rold gold® cheddar pretzel tiny twists in-between deaths [/i]",,,,,,,,
1551360_205194895,Forza Horizon 5,For all racing game lover I would defenitivly reccomend this game... or if u want to try something open world racing.,,,,,,,,
1551360_213162447,Forza Horizon 5,Uninviting and unintuative. regulars to the series might enjoy the game but a new player won't. Progression and UI is terrible. Forced story and cutscenes are irritating. The game's economy and car distrobution are almost RNG.,,,,,,,,
1245620_218787569,Elden Ring,"Game is very challenging and fun to play. The world is large with many different places to explore. There are lots of options on how you level and build your character. The bosses can be very challenging, However there is nothing more rewarding than sense of accomplishment when you defeat a really difficult boss.",,,,,,,,
1245620_220421679,Elden Ring,"I LOVE THIS GAME, I RAGE SO HARD THAT MY GRANDMA STAND UP FROM HER WHEELCHAIR TO BEAT THE ♥♥♥♥ OUT OF ME, NOW SHE CAN WALK, 10/10 GAME. WORTH THE MONEY.",,,,,,,,
1551360_201477349,Forza Horizon 5,LOADS of content to go though and around 900 cars to drive. such a great game to just drive around in your fav car with music to chill out to.,,,,,,,,
1245620_223185231,Elden Ring,"My first ""souls"" game, it took a while to start actually realising how good the game is but I got there eventually. 10/10",,,,,,,,
413150_222523976,Stardew Valley,"I have been playing for 3-4 years, I love the Expanded Mod after completing perfection in the vanilla. Every turn is a surprise, and I LOVED my outcome ;)",,,,,,,,
1237970_207923085,Titanfall 2,"Best 2.99 that I have ever spent! Even though I completed the game in roughly 15 hours. Hat off to the Dev's for the outstanding thinking out of the box! Incredible, smooth game play. Some levels ridiculously hard, but with time you'll figure it out. 10/10!",,,,,,,,
413150_218890498,Stardew Valley,"my friends like to call stardew ""chores- the game"" but it's so much more. it is one of the only games i can come back to after long stents of not playing anything. it is a family friendly game that can be played by anyone, but it also has so many different aspects and goals that it never gets boring.",,,,,,,,
1145360_213319599,Hades,My good Friend Jimmy forced me to play this game. I am glad he did because this game makes me want to breathe water in a good way. Fantastic game +rep Recommended.,,,,,,,,
413150_221978328,Stardew Valley,This is one of the calmest games I have ever played if you like farming and mining this game is for you.,,,,,,,,
1551360_213966968,Forza Horizon 5,"Childhood game, visuals and mechanics are perfect. I was chased around to do one-on-one every 10 minutes but beautiful game, hope to play more.",,,,,,,,
1091500_224716447,Cyberpunk 2077,"Cyberpunk 2077 is ♥♥♥♥♥♥ up. As someone who has played Cyberpunk 2020 & Cyberpunk RED both, let me tell you that this game fails to capture any of the exceptional wit of Mike Pondsmith. It fails to have interesting politics, it fails to say anything truly substantive about why Night City is a dystopia. It is, unfortunately, quite good at character writing. It also, unfortunately, plays really well. 2077 is a really fun romp with pretty solid writing throughout (Though, I wonder if my standards have been so massively lowered by most AAA videogames that I think this is more acceptable than it is.) It fails to say anything truly interesting though, and god do I hate what it making money has done to the public image of Cyberpunk The TTRPG. Go make some friends and play Cyberpunk The TTRPG, It has interesting things to say because it's so much cheaper to make and treats its employees so much better.",,,,,,,,
1237970_225032159,Titanfall 2,"I would beg for Titanfall 3 but I am painfully aware that we will not be getting that any time soon or ever but I love this game so much, don't have that much playtime on PC but I can still say this game has given me some of the best gaming memories of my life, best shooter ever made in my humble opinion.",,,,,,,,
1245620_221077034,Elden Ring,It has no reason being this good and addicting. People will be coming back to this game for years to come. A timeless Masterpiece.,,,,,,,,
413150_222643265,Stardew Valley,"Played it once before for about 10 minutes and I did not even attempt to like it or care about any aspect of what the game has to offer. Almost 10 years later as a 26 year old male who struggles with panic disorder and multiple other mental health diagnosis, this game is helping me a lot. I've played games since as long as I can remember, as my family are gamers. WoW being one of my top 5 played in my lifetime. I feel like since 2020-2021ish the gaming community has been so focused on fast paced games of all sorts that are online with others and are filled with micro transactions, and battle passes; which is a time many of us will hold near and dear to our hearts. Such as CoD MW rereleasing and being there for most of us during the pandemic. Although, Stardew offers something that I have totally forgotten existed. Something that is your own experience all the way through. There is not a group of players rushing you to get something done, press the right button, or even complete a certain task. Stardew has somehow reminded me how important it is in daily life to slow the ♥♥♥♥ down. I am still very new to the game, unlike many of you. Although I now keep finding myself wanting to come back. I find myself wanting to fish and find out who needs my help next. I am not the biggest fan of the fact that its pokemon style traveling and interactions; but through the few things I personally dislike, there are SO many more to appreciate about this game and the community. I don't really find myself leaving reviews or speaking much especially about things like this as opinions are opinions, but this game deserves the love it gets. I am really excited to see what else the game has to offer, especially the dungeon crawling aspect. Side note; if anyone wants to adopt a new player please feel free to add me! I'd love to learn more.",,,,,,,,
1091500_221808917,Cyberpunk 2077,"Both the storyline and combat are quite entertaining and fun! You're open to choose anything honestly, and your character (and crew) are actually affected by your actions. Wish they did better in the skin department as someone with melanin, but overall a pretty fun ride.",,,,,,,,
1551360_217813822,Forza Horizon 5,"Drives like absolute garbage. No reason to randomly make the same surface as the rest of the track your on like pure ice. No water or mud or grass on the surface just random patches of slick surfaces and magic crashes. Also utterly boring, too many things to do and no real access to cars. The menus are way over the top, contain way to much stuff and are confusing. The 'story' events are even beatable. What a mess of a game. I wish I could have my money back and my buddy didnt play this so long with is wheel.",,,,,,,,
1551360_212415782,Forza Horizon 5,"With all the content, this game feels... empty. It has less road races than FH4, too much off-road activities (am I playing DiRT? MudRunner? Or Forza Horizon?), too many cars and rewards at all are hidden behind weekly pushed-to-the-throat challenges. With all of ""festivality"", I've felt more festive on the roads of England in FH4. Maybe because there I haven't received pointless flashy prizes for ""just playing"". Looking forward to the new FH6 (in Japan).",,,,,,,,
1245620_222388547,Elden Ring,"Its exactly what it looks like... A cool game with gore. Story driven into madness. But after playing it and going back I forgot everything in it, because its only about ???? See what I mean its not worth remembering if you leave it and come back the game is easily forgotten.... I liked it but not enough to praise it as something like the Witcher. Now that's a game you can't forget even after many years... Just not this one. BEWARE this game will give you Ol' Timers disease of forgetfulness.",,,,,,,,
1145360_215731217,Hades,"Ah yes, fighting Greek mythological monsters on hell with a gun. But in all seriousness, this game is great. 8/10.",,,,,,,,
1145360_224718907,Hades,"[h1]Hades[/h1] [h3]Overwhelmingly Repetitive and Overpraised Roguelite[/h3] [h3]Not worth trying[/h3] Hades is one of the worst slow-paced roguelites in the genre, it requires a lot of grinding to progress through a story that honestly doesn’t feel worth watching, since it’s a very average coming-of-age escape narrative set in a Greek mythology world from a fairly superficial perspective, taking a lot of awkward artistic and historical liberties. Personally, I think this title has been praised for the same wrong reasons. In reality It has a terrible progression system that feels monotonous and slow, colorful but incredibly flat visuals that affect gameplay readability, and an uninteresting story filled with too many side characters and subplots, making the story endlessly boring. [h3]Gameplay[/h3] As I mentioned before, the game is pretty repetitive and demands far too much time just to make a little progress. From the very beginning, it’s hard to reach the next area due to the poor starting equipment of our character, with limited abilities, terrible damage output and a mediocre health pool that barely gives any room to make mistakes and learn enemy attack patterns. It’s a very tedious game to learn, and the early difficulty walls feel unfair because you basically won’t have any truly useful upgrades to help you out unless you keep grinding resources, loss after loss. The game only becomes genuinely fun once you have enough upgrades to at least get through each area and actually experiment with different gods’ boons and synergies without constantly having to restart a run. Combat feels good overall, it’s fast and smooth with melee weapons. However, other options like the bow or the gunrail feel clunky and frustratingly slow, especially for a game with such fast enemies and close environments. On the other hand, the relationship system is slow and inconsistent, since it requires a lot of interactions just to complete a single storyline with a side character whose presence is, in some cases, low and often feels insignificant. [h3]Art and World Design[/h3] The game has a very vibrant visual style for its assets, characters and enemies. However, this artistic decision often gets in the way during combat. This title has a serious visual hierarchy problem. Most of its elements within the same scene share the exact same line quality and very similar color values, combined with an exaggerated lighting system that makes shadows and depth harder to read. As a result, many environmental obstacles feel flat and oversimplified, and it’s common to bump into them because of how poorly they blend into the environment. And then there’s the character design. Honestly, I think it was handled in a very poor artistic way, trying to justify their depiction under the excuse of a “reinterpretation” of Greek mythology by one of the developers, based on the idea that the Greek gods are not necessarily ethnically Greek. This is blatantly wrong and dishonest. It's pretty obvious that Greek gods are portrayed according to the ancient Greek canon standards, not foreign ones that have nothing to do with the culture they are trying to portray. [h3]Music and Sound effects[/h3] The soundtrack is energetic and playful, it’s genuinely enjoyable, and it’s easily one of the game’s strongest aspects. It’s the only aspect that actually integrates Greek culture well into the game using its typical instruments and melodies along with more modern arrangements.",,,,,,,,
1091500_221713100,Cyberpunk 2077,"Fun game. I got to kill people with my mind, hands, and with guns. I also made decisions. You already know if you want it or not.",,,,,,,,
1551360_197608727,Forza Horizon 5,"---{ Graphics }--- ☑ You forget what reality is ☐ Beautiful ☐ Good ☐ Decent ☐ Bad ☐ Don‘t look too long at it ☐ MS-DOS ---{ Gameplay }--- ☐ Very good ☑ Good ☐ It's just gameplay ☐ Mehh ☐ Watch paint dry instead ☐ Just don't ---{ Audio }--- ☐ Eargasm ☐ Very good ☑ Good ☐ Not too bad ☐ Bad ☐ I'm now deaf ---{ Audience }--- ☑ Kids ☑ Teens ☑ Adults ☑ Grandma ---{ PC Requirements }--- ☐ Check if you can run paint ☐ Potato ☑ Decent ☐ Fast ☐ Rich boi ☐ Ask NASA if they have a spare computer H.O.->Anna:""In 200 meters, turn sharp left. Re-calculating the route."" ---{ Game Size }--- ☐ Floppy Disk ☐ Old Fashioned ☐ Workable ☐ Big ☑ Will eat 15% of your 1TB hard drive ☐ You will want an entire hard drive to hold it ☐ You will need to invest in a black hole to hold all the data ---{ Difficulty }--- ☐ Just press 'W' ☑ Easy ☐ Easy to learn / Hard to master ☐ Significant brain usage ☐ Difficult ☐ Dark Souls ---{ Grind }--- ☐ Nothing to grind ☐ Only if u care about leaderboards/ranks ☐ Isn't necessary to progress ☑ Average grind level ☐ Too much grind ☐ You'll need a second life for grinding ---{ Story }--- ☐ No Story ☑ Some lore ☐ Average ☐ Good ☐ Lovely ☐ It'll replace your life ---{ Game Time }--- ☐ Long enough for a cup of coffee ☐ Short ☐ Average ☐ Long ☑ To infinity and beyond ---{ Price }--- ☐ It's free! ☐ Worth the price ☑ If it's on sale ☐ If u have some spare money left ☐ Not recommended ☐ You could also just burn your money ---{ Bugs }--- ☐ Never heard of ☑ Minor bugs ☐ Can get annoying ☐ ARK: Survival Evolved ☐ The game itself is a big terrarium for bugs ---{ ? / 10 }--- ☐ 1 ☐ 2 ☐ 3 ☐ 4 ☐ 5 ☐ 6 ☐ 7 ☑ 8 ☐ 9 ☐ 10 aypleasegivesomepointsimhomelessandineedthem",,,,,,,,
1237970_221503402,Titanfall 2,"I love this game for it's story and gameplay, enough that I got 100% achievements before they came to Steam (so I got all 50 of them at once when I first started the game last night.) If you're okay with EA's slop-launcher, go for it while it's on-sale. Don't support them full price. However, I'm putting a negative review due to their launcher alone and will change it once it's dropped and working with just Steam. It never worked when I was trying to play Frontier Defense last night (had to create a network to get invited), and forced third party launchers are something that should not be normalized.",,,,,,,,
1145360_206474602,Hades,"This game is an absolute must have! I picked it up on sale, but in hindsight I should have bought it full price, since the game is well worth it. The atmosphere is amasing, the soundtrack is exeptional, the gameplay is highly enjoyable. This is the best rougelike I ever played. This game proves that you don't need AAA or AAAA budget to make a fantastic game. 10/10",,,,,,,,
413150_225014357,Stardew Valley,"Basically the perfect game. There's nothing about this game I should like, but I cannot stop playing it. Had this on steam for 31 hours, but I've had the file through another service and total play time is 395 hours. The characters are charming. The graphics are soothing. The gameplay loop is rewarding...and the profits just keep coming in. Over 1.7 mil in keg products per week alone! Abigail is best girl. Don't care who says otherwise. Also, the developer just keeps updating the game for free because he is so grateful to the community.",,,,,,,,
1145360_214063176,Hades,"Yani iyi oyun ama overwhelmingly positive de degil. Very good falan. Skillerin hep random gelmesini sevmedim pek. Mesela, oyunun basinda life steal gelirse ♥♥♥ kolaylasiyor, gelmezse kaninin son damlasina kadar full focus oynuyon.",,,,,,,,
1145360_207472531,Hades,"Beautiful game, loved the characters and their interactions. The gameplay is addictive and fun its just a blast to play and experience. I did enjoy my time until completing the core game and started to loop I found it was too repetitive for me and I didn't want to start to become irritated by a game I had thoroughly enjoyed until then. I read you have to complete the core game 10 times or something to get true ending - once was enough for me. Would recommend",,,,,,,,
1145360_215383310,Hades,"got laid off earlier this year and even though I had all this time to sit down and play video games to my hearts content, I just couldn't from the anxiety of not having a job and it just crippled me from enjoying anything because my mind would always be like ""you don't got time to relax and play games"" so I could never comfortably sit down and play a game for more than 15 minutes... then came Hades... to say the least it got me out of my rut and I've been able to enjoy things again. Thanks for the great game and I hope others can enjoy the witty, fun, challenging, and engaging of a game as much as I did when I was in a dark place.",,,,,,,,
1091500_222668666,Cyberpunk 2077,"One of the best games I have played so far in the past 5 years, and I am so glad this was my birthday present. No regrets. just issues with my system but man am I so happy and grinning ear to ear when I play this game. I recommend this title wholeheartedly. Would buy copies of this game again for PC, PS4/5 and WHATEVER other consoles they would port this to. Hoping for a third expansion or DLC, perhaps a Jackie Choomba dlc?",,,,,,,,
1237970_222652347,Titanfall 2,this game is desgined to let men understand what being a horsegirl is like just make the horse a war machine :3,,,,,,,,
1091500_222776928,Cyberpunk 2077,"Dear Cyberpunk, from the moment I chromed up with my first kiroshi optics, to getting fully chromed up and no ganic, I knew you were the one for me. Blazing the streets while being on the verge of cyberpsychosis, it really is a perfect game for all. Do you enjoy puzzle games? fighting? racing? farming? This game has it all and I'm sure anyone who loves anything will find something to love in this Mona Lisa of a game. See you in the streets choom.",,,,,,,,
1145360_213165149,Hades,"This is likely one of my most favorite random games I picked up in a long while. Great story, and probably the perfect amount of metaprogression for a roguelite game. The game has tons of interactivity, cool weapons, significant unlocks both permanent and non permanent. Runs on the steam deck with great battery life and great fps. Graphics are very good, with tons of good art style and choices made that convey the vision of the developers. Game is moving art in all forms and is a most buy.",,,,,,,,
1237970_214325487,Titanfall 2,"objectively the best shooter to ever exist. incredible campaing with stunning visuals that hold up even to todays standards, best movement ive ever seen in any shooter game with unique ideas and memorable charecters even for how little screen time they had. just all and all a must play to any fps fan. RIP Vince Zampella. Respawn entertainment and every game you were involved with will never feel the same without you...",,,,,,,,
1145360_221036257,Hades,"Challenging, fun, and I love the graphic style. Looking forward to play Hades II as soon as I finish the first one.",,,,,,,,
